Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement,Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (I) (nm),Range1 %Pd (I),Range1 Mw-R (I) (kDa),Range1 %Intensity (I),Range1 %Mass (I),Range1 %Number (I),Range1 Diameter (I) (nm),Range1 Diffusion Coefficient (I) (cm²/s),Range1 Particle Concentration (I) (1/mL),Range2 Radius (I) (nm),Range2 %Pd (I),Range2 Mw-R (I) (kDa),Range2 %Intensity (I),Range2 %Mass (I),Range2 %Number (I),Range2 Diameter (I) (nm),Range2 Diffusion Coefficient (I) (cm²/s),Range2 Particle Concentration (I) (1/mL),Range3 Radius (I) (nm),Range3 %Pd (I),Range3 Mw-R (I) (kDa),Range3 %Intensity (I),Range3 %Mass (I),Range3 %Number (I),Range3 Diameter (I) (nm),Range3 Diffusion Coefficient (I) (cm²/s),Range3 Particle Concentration (I) (1/mL),Range4 Radius (I) (nm),Range4 %Pd (I),Range4 Mw-R (I) (kDa),Range4 %Intensity (I),Range4 %Mass (I),Range4 %Number (I),Range4 Diameter (I) (nm),Range4 Diffusion Coefficient (I) (cm²/s),Range4 Particle Concentration (I) (1/mL),Range5 Radius (I) (nm),Range5 %Pd (I),Range5 Mw-R (I) (kDa),Range5 %Intensity (I),Range5 %Mass (I),Range5 %Number (I),Range5 Diameter (I) (nm),Range5 Diffusion Coefficient (I) (cm²/s),Range5 Particle Concentration (I) (1/mL),RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
Caution,A11 ,,15:28:50,2026-03-20,871,11,11,View,--,1601034.3224207254,8824042.988230234,5,5,0,100,9.9614696502685547,24.965506165773604,81.856000423431396,100,25,0,A11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,11,2026-Mar-20 15:12:34,1.8954498060181248,0.24143569330735848,1.2967476346921183e-06,3.7908996120362497,1.0819152835126982,57.079606121859634,0.57079606121859638,15.030376842634325,1.02856173302316,102.42229483985389,--,0.097107710052343546,65329.641075094332,0.86767708834927604,1.513086738895248,371.09891206669784,244.68606158604359,1.4171709620518798,29.366816677491691,7.6116082170988006,78.964659187051495,99.988550391628223,99.999999994188215,2.8343419241037595,1.7343849954933374e-06,--,33.155722416745363,5.335230604327049,12161.339821337775,3.8487528656486694,0.00030035460634622623,5.687889691413511e-09,66.311444833490725,7.413260437330301e-08,--,392.03267906611319,5.8122145489669839,3935809.8274431187,17.186587947299845,0.011149253765434519,1.2389134383169614e-10,784.06535813222638,6.2696815441172175e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00036042485364295356,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88793919937728649,Aqueous,
Caution,A12 ,,15:29:56,2026-03-20,937,12,12,View,--,1462147.4840889846,9762457.8282682188,5,5,0,100,9.9614696502685547,24.959315336421106,31.921601295471191,21.99999988079071,25,0,A12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,12,2026-Mar-20 15:12:34,1.5162088907667928,0.20680521446828837,1.6208315993217711e-06,3.0324177815335855,0.84330934906710764,55.619601903311654,0.55619601903311655,8.9149447639593919,1.0757475952566646,13.842024253123526,--,6407.3648164354618,78666.500239564353,0.9156711476363405,0.9912215236398636,1.0435421258266147,0.12900343176641207,1.0193478576036463,3.7113745343981002,3.5208817776095187,91.78961738349976,99.993640103623662,99.999995725270324,2.0386957152072926,2.4108740338207375e-06,--,11.551048228815555,0,1031.5735603190778,8.2103826165002385,0.0063598963763344049,4.2747296770672924e-06,23.102096457631109,2.127529236002007e-07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0014000439268950381,2,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88806555244076912,Aqueous,
Caution,B1 ,,15:31:32,2026-03-20,1033,13,13,View,--,930312.53194561205,4441904.3028236339,5,5,0,100,9.9614696502685547,24.981361138214677,69.199997186660767,68.000000715255737,25,0,B1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,1,2026-Mar-20 15:12:34,38.26676100222415,0.20013621681353944,6.4258027425849531e-08,76.533522004448301,21.842526439508369,57.079632211983743,0.57079632211983744,17008.455587890159,1.1490443300101549,3571.2927839346207,--,5.2541060608187737e-05,3237.2965767934247,0.47062693100477804,69.552169844507148,301.82395599554087,4.3327667524715663,0.59194713450750303,23.26819378692085,0.98711156383102772,38.223389145304992,99.954153604056103,99.999883090709559,1.1838942690150061,4.1539969274877554e-06,--,78.693334479746156,9.6863726276893445,91895.504921504398,32.381134322852255,0.0003284234077381965,5.9401467508856151e-11,157.38666895949231,3.1247202755301019e-08,--,306.12688804775991,9.5830010815316857,2206433.9560614517,25.432359926101942,0.0024463091394353949,8.5553869020132318e-12,612.25377609551981,8.0324423433060872e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00059481541946615707,6,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88761574360028261,Aqueous,
Caution,B2 ,,15:33:45,2026-03-20,1166,14,14,View,--,924034.37688197312,4014968.5596308857,5,5,0,100,9.9614696502685547,24.999700961250028,57.380121946334839,54.000002145767212,25,0,B2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,2,2026-Mar-20 15:12:34,6.2512751925010352,0.15642544373643275,3.9354118121328195e-07,12.50255038500207,3.5682048497155368,57.079631592541602,0.57079631592541602,245.23701946635612,1.0756905492913515,3327.6876020377026,--,0.0010138444865555307,19826.464483148415,0.4744509972044178,90.950068772839927,924.15900171830992,10.155952196453335,0.61375012448754018,25.819923120930614,1.0742896390094119,40.347500975933592,99.984940023478543,99.99999885304517,1.2275002489750804,4.0083645203335307e-06,--,--,--,--,--,--,--,--,--,--,103.59123348069078,7.171990745628305,174836.22585230664,38.7557561137641,0.0064035555611398317,3.2287629297720029e-10,207.18246696138155,2.3748478907770787e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00045282740682725515,6,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88724184508880377,Aqueous,
Caution,B3 ,,15:36:22,2026-03-20,1323,15,15,View,--,983662.5559451452,4977949.0222205929,5,5,0,100,9.9614696502685547,25.013450898709159,80.04000186920166,99.000000953674316,25,0,B3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,3,2026-Mar-20 15:12:34,1.3432461695584668,0.20780639249959287,1.8321472728578929e-06,2.6864923391169335,0.76671974548356436,57.079615252920462,0.57079615252920457,6.7148629863824629,1.0524877235349883,47.169774354606659,--,0.08970778884236405,92302.888070907691,0.98096598076494834,1.1044112037593425,153.57727860901707,138.1698339430317,1.1290150064082249,7.4163939328372965,4.4718316891239187,86.260362184972209,99.998722703751568,99.999999999617799,2.2580300128164499,2.1797981358659705e-06,--,--,--,--,--,--,--,--,--,--,163.31173445585142,2.0350301689346986,507220.44352246344,13.739637815027804,0.0012772962484331491,3.821997409952584e-10,326.62346891170284,1.5069491574095382e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00095322608744003064,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88696169779036615,Aqueous,
Caution,B4 ,,15:37:50,2026-03-20,1411,16,16,View,--,1057427.4449503946,5287137.14596749,5,5,0,100,9.9614696502685547,25.017872939570236,0,20.000000298023224,25,0,B4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,4,2026-Mar-20 15:12:34,1.2875005317076347,0.10679623960234787,1.911697270629807e-06,2.5750010634152694,0.73489978166955394,57.079571120242058,0.57079571120242056,6.0808692284522587,1.0191367701827185,33.11675017237382,--,0.33311782031117776,96310.477850507057,0.58627001519954447,1.0014088959125291,548.4941663029507,547.1370371525137,0.94920991457083081,30.330520008892968,2.9799631037803742,78.928355445553734,99.995742982687545,99.999999999921229,1.8984198291416616,2.5930104759943963e-06,--,44.093517415931501,8.9374955319744291,23696.635311955961,2.1974055108350909,2.9672801631508322e-05,7.4092304878295061e-11,88.187034831863002,5.5820251969978016e-08,--,586.2016035566636,16.084542519387789,10089160.546976199,18.874239043611166,0.004227344510831915,4.6744402098534023e-12,1172.4032071133272,4.198745341988807e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00018942379622627578,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88687163322481621,Aqueous,
Caution,B5 ,,15:38:55,2026-03-20,1476,17,17,View,--,793921.78190776729,3294281.2474334575,5,5,0,100,9.9614696502685547,25.013619769438314,3.5999998450279236,25,25,0,B5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,5,2026-Mar-20 15:12:34,43.894916372302433,0.081753455042726117,5.6066532263258262e-08,87.789832744604865,25.055055322039255,57.079628787831396,0.57079628787831393,23447.657582643733,1.0697727382293072,985.06783207674096,--,0.00059086162920752433,2824.6117145130588,0.65248149178523862,729.74522968148585,837.62822416737333,1.1469423966510963,0.74291159604578194,13.791976931716349,1.6795671473327665,35.082242483831614,99.971903501644775,99.999999999617444,1.4858231920915639,3.3126899056089796e-06,--,48.740894310286812,1.452979410584778,29957.933568602053,7.0028592784675157,0.00014090070671546811,3.6674229952135378e-10,97.481788620573624,5.0492215619057972e-08,--,816.58640609767576,5.5595319653642328,21911962.612850837,57.914898237700875,0.027955597648524788,1.5812711911342488e-11,1633.1728121953515,3.0138093490211022e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00077415055361680326,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88695825808103257,Aqueous,
Caution,B6 ,,15:40:07,2026-03-20,1548,18,18,View,--,915238.85354526562,4358280.1560160331,5,5,0,100,9.9614696502685547,25.006039626149441,30.000001192092896,30.000001192092896,25,0,B6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,6,2026-Mar-20 15:12:34,2.4184859865255746,0.076146542924504068,1.0173905386514134e-06,4.8369719730511491,1.3804629129771875,57.07963249191188,0.5707963249191188,26.582383232923782,1.1322599218872391,792.98232118573492,--,2.3360860823188901e-05,51255.774004269108,0.82869817498503429,0.94629897893014614,164.53956670447579,173.00121016148276,0.90853335652938427,5.3378869092654551,2.6897049437543092,55.303628113449733,99.995726668122913,99.999999999354173,1.8170667130587685,2.708260233781047e-06,--,--,--,--,--,--,--,--,--,--,166.00296482274078,3.6014556270060742,526994.04854097625,44.696371886550281,0.0042733318770820008,6.458237219320326e-10,332.00592964548156,1.4822294066732706e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0012752283167763423,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88711267959136375,Aqueous,
Caution,B7 ,,15:41:11,2026-03-20,1612,19,19,View,--,990608.93311223295,6822375.7583573163,5,5,0,100,9.9614696502685547,24.990373732555842,51.600003242492676,30.000001192092896,25,0,B7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,7,2026-Mar-20 15:12:34,426.8189143945055,0.040226052440160136,5.7624676371201418e-09,853.637828789011,243.62666768204824,57.079632477783292,0.57079632477783293,4802006.7443703292,1.0201229112902945,95.436733009794736,--,3.6344823544185791e-07,290.31107287429546,0.36054587087301843,362.1070277881638,554.23106480390106,1.5295768279235049,0.53377806676027872,37.104080060738156,0.77492073259418892,40.374532136341514,99.994861638864691,99.999999712174287,1.0675561335205574,4.6077767789092615e-06,--,--,--,--,--,--,--,--,--,--,481.38970289405461,19.577096377553445,6363333.1535559492,57.520288503279637,0.003110817015822285,7.1536167333007557e-13,962.77940578810922,5.10922889775727e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00059925169558875313,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88743196804953772,Aqueous,
Caution,B8 ,,15:42:39,2026-03-20,1700,20,20,View,--,944914.41449151072,3408781.8221873762,5,5,0,100,9.9614696502685547,24.981361580641778,66.999995708465576,83.99999737739563,25,0,B8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,8,2026-Mar-20 15:12:34,797.52247604875242,0.11086711700550497,3.0832317338682323e-09,1595.0449520975048,455.2228970172535,57.079632322415677,0.57079632322415674,20733697.983885545,1.0713581889865071,232.19483283443645,--,1.5544088000174849e-06,155.33211904642639,0.50160584094317229,689.7973350305565,773.02991190339162,1.1199351850616053,0.52719651196808148,8.1698663565947509,0.75274863891344013,21.325965628635224,99.977647420032881,99.999999998742354,1.054393023936163,4.6641936181390266e-06,--,29.72607962122699,3.1710401109410742,9419.4620290145085,7.2370379764481392,0.00024419232852855685,1.2504512099393294e-09,59.45215924245398,8.272017830668731e-08,--,744.49903489441806,5.8802710368959747,17650880.311682697,71.436996394916648,0.022108387638600176,7.2074097876079145e-12,1488.9980697888361,3.302820408592469e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001772794145410213,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.8876157345772262,Aqueous,
Good,B9 ,,15:44:17,2026-03-20,1798,21,21,View,--,1707497.4926955956,17691340.328882076,5,5,0,100,9.9614696502685547,24.990289510352071,35.655999183654785,15.000000596046448,25,0,B9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,9,2026-Mar-20 15:12:34,6.0636047782866154,0.26615376729224827,4.0562088345373996e-07,12.127209556573231,2.5565748254477301,42.162623042363556,0.42162623042363556,228.35597822533103,1.0052378326462872,0.89716730425818247,--,11046.122703462408,14065.188680675907,3.4277728862306565,5.9433230658461333,10.372762940567751,1.168536520292349,6.4447075041722872,38.322984376393386,263.36152700531812,96.102269531717226,99.915218263052395,99.999991906326656,12.889415008344574,3.8163481050003366e-07,--,37.226162449367472,11.057913132147512,15945.914654514707,2.3946289459404153,0.0089007612629679773,8.0861238853350639e-06,74.452324898734943,6.6069789772937679e-08,--,745.23142227535243,9.5090640185793411,17691534.749406774,1.5031015223423401,0.075880975684650076,7.5494551610782039e-09,1490.4628445507049,3.3003502718302937e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00016368799977727587,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88743368512179654,Aqueous,
Caution,B10 ,,15:45:41,2026-03-20,1882,22,22,View,--,995619.92210529302,22054314.165185969,5,5,0,100,9.9614696502685547,24.995616713005866,54.856002330780029,10.000000149011612,25,0,B10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,10,2026-Mar-20 15:12:34,7.8963370105587423,0.37055296935443355,3.115203557296248e-07,15.792674021117485,4.5072000994613806,57.079631903178523,0.57079631903178518,423.61882652165855,1.2190343815644469,1219.3269211065231,--,0.00052781937644513994,15694.284646013746,2.8541714332607264,3.8929172902345726,501.30297247462931,128.03991553885132,3.3987589692072619,12.656246390064318,58.93347519254143,54.855351558309913,97.792697740605945,99.940053583345886,6.7975179384145239,7.2375526972541088e-07,--,10.413027257049325,8.5396595936058279,809.29216176989701,31.186867358008136,1.8958916301620468,0.059946353003727686,20.826054514098651,2.3623002742310109e-07,--,539.66390432979108,5.4740595511443946,8313825.809394761,13.957781083681947,0.31141062923202761,6.3650390317536415e-08,1079.3278086595822,4.5581512766638995e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00074694137415160791,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88732508842693125,Aqueous,
Caution,B11 ,,15:46:47,2026-03-20,1948,23,23,View,--,802742.74721749756,7611417.3098944239,5,5,0,100,9.9614696502685547,24.994521563826943,56.055998802185059,24.000000953674316,25,0,B11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,11,2026-Mar-20 15:12:34,1.2039155488024396,0.27013573601913671,2.0431655640374285e-06,2.4078310976048791,0.68719057080711454,57.079632495043164,0.57079632495043164,5.1970540449131741,1.0964286896044961,565.70373162055375,--,2.8751841095553055e-05,102933.95548069316,0.63214422326049036,0.76769480482950092,923.41381611726865,1202.0163039906865,0.7260003770650576,8.8619268038414862,1.5914708571118001,58.925811579145787,97.488988257302282,99.786592900582292,1.4520007541301152,3.3881508454119459e-06,--,63.90495883805287,3.8517525260902268,56463.581172482314,3.8370182767610648,3.8725258467298887e-05,5.2146806307873807e-11,127.80991767610574,3.8491516715564397e-08,--,968.34815001051197,3.7136749216411968,32650905.104056928,19.790468210642786,0.0069957182266042498,2.6906453553989192e-12,1936.6963000210239,2.5402008474902999e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0004407308860226762,5,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88734741153597174,Aqueous,
Caution,B12 ,,15:48:03,2026-03-20,2024,24,24,View,--,952848.75941345317,4169022.0057217185,5,5,0,100,9.9614696502685547,24.993489720092224,36.512640118598938,36.000001430511475,25,0,B12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,12,2026-Mar-20 15:12:34,1.0137566204394259,0.29338744106213799,2.4263535439708653e-06,2.0275132408788519,0.5786485515223535,57.079632315646997,0.57079632315647,3.4758604879791677,1.0391092124541044,553.14681633676287,--,0.0012698681668119782,122238.82925675638,0.69528608611918363,0.97275813501215147,2444.9820732275462,2512.738469271083,0.9038036488008927,17.960954671056449,2.657056649885646,67.984811735667719,99.939932372830015,99.999922238700961,1.8076072976017854,2.7215335675957268e-06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2475.1111052105575,8.0493399910916619,293434742.99982661,27.896012683100508,0.035385018337243092,1.0878152176032629e-12,4950.2222104211151,9.9378648641224514e-10,--,--,--,--,--,--,--,--,--,--,0.0007479718082008469,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88736844512670265,Aqueous,
Good,C1 ,,15:49:50,2026-03-20,2131,25,25,View,--,1156966.5646946295,289241912.70620447,5,5,0,100,9.9614696502685547,25.001196263003457,98.000001907348633,20.000000298023224,25,0,C1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,1,2026-Mar-20 15:12:34,72.101370531036636,0.48234801366161911,3.4121834978800562e-08,144.20274106207327,26.18155423025765,36.312145022246952,0.3631214502224695,74885.012318130146,1.014883913810803,13.724840679678085,--,1109.674987948626,1020.9761957523142,53.162775073578324,61.071961019223458,72.131197980924611,0.3105913514284509,--,--,--,--,--,--,--,--,--,62.992402360289027,9.5038672436014977,54595.031515111339,91.96303721286688,3.9149054821364047,99.999323189308726,125.98480472057805,3.9055996831712161e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9710.3608737313407,12.383222963290796,7186409762.5960417,8.0369627871331222,96.085094517863595,0.0006768106912774189,19420.721747462681,2.5336144547015252e-10,--,0.00072881308101850866,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88721137184037324,Aqueous,
Good,C2 ,,15:51:00,2026-03-20,2201,26,26,View,--,842728.36835442449,610674238.34967518,5,5,0,100,9.9614696502685547,25.002691109066443,99.080002307891846,15.000000596046448,25,0,C2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,2,2026-Mar-20 15:12:34,71.377107026360534,0.56807943084164603,3.4469425637371271e-08,142.75421405272107,9.0990584377234907,12.747866671540898,0.12747866671540897,73136.78562092151,0.99972592436498164,4.2719204609607573,--,1381.0905977926936,500.94382591040448,59.439590574935572,72.558537590977224,88.055761105604034,0.39438736612887482,9.4221839012254271,3.9852046642914098,640.46959317247752,1.6803689110455242,42.339672937453791,99.775165891378293,18.844367802450854,2.6112076654923286e-07,--,76.500828823992705,13.943750834677019,86016.287186315487,98.31963108895448,57.660327062546216,0.22483410862171674,153.00165764798541,3.2160800355723737e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00085949268928793142,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88718090966199603,Aqueous,
Good,C3 ,,15:52:10,2026-03-20,2271,27,27,View,--,1086780.3999157094,18634780.949096836,5,5,0,100,9.9614696502685547,25.008081602953723,70.840001106262207,20.000000298023224,25,0,C3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,3,2026-Mar-20 15:12:34,3.3383514393181941,0.20735498904928995,7.3709346208861818e-07,6.6767028786363882,0.84465186281806726,25.30146625277338,0.2530146625277338,56.511776270148978,1.0008121070517781,0.9377641723588902,--,28039.919610234192,16407.348191822322,2.3437479126569007,3.2464335895538881,5.1764719815865048,0.87256492110127093,3.324784689587196,21.748529767374123,55.975883300530192,90.039385712575225,99.889198495115821,99.999999984442098,6.6495693791743919,7.4010116437978597e-07,--,--,--,--,--,--,--,--,--,--,528.03730760206952,12.422880190150213,7900767.9611568367,9.9606142874247698,0.11080150488417563,1.5557901569191199e-08,1056.074615204139,4.6600438731309163e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00023462548122269889,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88707107624441395,Aqueous,
Good,C4 ,,15:53:16,2026-03-20,2337,28,28,View,--,1023339.7219582282,17546977.804053411,5,5,0,100,9.9614696502685547,25.009176705710953,70.840001106262207,20.000000298023224,25,0,C4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,4,2026-Mar-20 15:12:34,3.440040817146389,0.26031849204490698,7.1532521919319578e-07,6.880081634292778,0.86867222478358419,25.251799933704632,0.25251799933704633,60.621985796090769,1.0015296979165735,1.1231651755363226,--,27222.71416778295,15900.058654477629,2.3995977144700635,3.3091581849380001,4.654794888371848,0.6815017741268955,3.4358805088216027,21.824966168476003,60.450582616482784,94.004469467368793,99.931287452884462,99.99999998797513,6.8717610176432053,7.1619136499096103e-07,--,--,--,--,--,--,--,--,--,--,505.31326515436876,13.998112443617186,7128037.5912097069,5.9955305326312054,0.068712547115540965,1.2024872935845507e-08,1010.6265303087375,4.8697473849356485e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00020654149325564954,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88704876593118098,Aqueous,
Caution,C5 ,,15:54:23,2026-03-20,2404,29,29,View,--,847669.06921687163,8074884.4449414695,5,5,0,100,9.9614696502685547,25.00759764976015,47.512000799179077,20.000000298023224,25,0,C5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,5,2026-Mar-20 15:12:34,425.60630087599196,0.13510425150049626,5.7815066856688659e-09,851.21260175198393,242.93451093247029,57.079632146530095,0.5707963214653009,4770146.2014131425,1.0720213815755795,923.77230881430683,--,5.8016027523839637e-06,291.27025090183872,0.85485609723900524,736.91639922783247,891.87121647158529,1.2091145770510539,0.93599070377564009,14.902119334662132,2.8837645304941981,25.614988719905938,99.917188485923134,99.999999996772743,1.8719814075512802,2.6289210609159714e-06,--,51.779344220390129,5.3279594613764738,34511.365509883748,14.454323133465515,0.0007358128946863122,3.1459334042741559e-09,103.55868844078026,4.7521762027421882e-08,--,846.11693454880231,8.8867502314584783,23811144.883030128,59.930688146628562,0.082075701182178482,8.1332893921558212e-11,1692.2338690976046,2.9081626587340421e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0020052978143622175,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88708093603243088,Aqueous,
